Statement,Publication,Read_Time,Year,Claps,comments,tag
7 Essential Features of Visual Studio Code for Web Developers,bcd,11,2019,2200,7,Web Development
"How I designed an animated book store with JavaScript, jQuery, and CSS.",bcd,5,2018,2800,6,Web Development
JWT authorization in Flask,codeburst,11,2017,4400,27,Web Development
A coding project a day for 20 days,We’ve moved to freeCodeCamp.org/news,6,2019,3700,13,Web Development
10 lifesaving HTML/CSS tricks for designers,UX Planet,6,2021,1500,6,Web Development
How We Build Micro Frontends,Bits and Pieces,15,2020,2400,15,Web Development
Disappearing Frameworks,Samsung Internet Developers,7,2018,2900,10,Web Development
Checklist to Deploy React Native to Production,The React Native Log,2,2017,1800,11,Web Development
How To Become a Web Developer in 2021,JavaScript in Plain English,4,2020,1400,17,Web Development
Material-UI v4 is out 🎉,Material-UI,12,2019,4700,15,Web Development
Sending an email using NodeMailer & Gmail,codeburst,3,2017,3600,32,Web Development
Announcing Dart 2 Stable and the Dart Web Platform,Dart,7,2018,4200,15,Web Development
The Front-End Features You Might Have Missed,Better Programming,11,2020,1990,5,Web Development
Top 10 JavaScript Charting Libraries for Every Data Visualization Need,HackerNoon.com,9,2019,1300,18,Web Development
The JAMstack: It’s Pretty Sweet,Memory Leak,6,2018,2100,8,Web Development
Top Front-End Development Trends You Should Follow in 2021,Geek Culture,4,2021,1100,11,Web Development
10 Resources For Free Website & App Themes,bcd,4,2018,2700,12,Web Development
One in two Pythonistas should learn Golang now,Towards Data Science,7,2020,1400,15,Web Development
Stop Paying for SSL Certificates,HackerNoon.com,4,2017,606,17,Web Development
10 Simple & Effective tips to master JavaScript,bcd,7,2018,1700,9,Web Development
Setting up a React project from scratch,codeburst,5,2017,3000,40,Web Development
30 Blogs & Podcasts For Web Developers To Follow,bcd,8,2018,3000,6,Web Development
"Why I wrote React-Table, and the problems it has solved for Nozzle",bcd,5,2016,2900,39,Web Development
React and Firebase are all you need to host your web apps,We’ve moved to freeCodeCamp.org/news,6,2018,2000,7,Web Development
Build full stack web apps with MEVN Stack [Part 2/2],bcd,4,2017,3600,30,Web Development
12 VS Code Extensions you should consider using,ITNEXT,9,2019,1600,5,Web Development
Front-end engineer differs from front-end developer,bcd,7,2014,1800,9,Web Development
The hard truth about the full stack developer. Myths and lies.,bcd,8,2018,1500,37,Web Development
Angular and TailwindCSS,bcd,4,2020,1200,23,Web Development
The Complete CSS Grid Tutorial,bcd,17,2018,1960,10,Web Development
7 Google Web Design Resources to Improve your UX,Google Design,5,2019,1400,4,Web Development
Angular vs React vs Vue: Which Is the Best Choice for 2021? — (Latest Updated),Level Up Coding,12,2020,1200,20,Web Development
20 Things That Are Good to Know When You Start Web Developing,Better Programming,6,2019,1100,2,Web Development
Learn Node JS — The 3 Best Online Node JS Courses,codeburst,5,2017,1300,6,Web Development
What’s Wrong with Web Assembly?,Bits and Pieces,7,2021,971,28,Web Development
4 Reliable Websites To Save You Hours of Development Time,Better Programming,4,2021,761,3,Web Development
8 Practical VS Code Extensions That You Might Not Know About,Better Programming,5,2020,702,0,Web Development
5 Bad Developer Habits You Need To Ditch Right Now,Better Programming,7,2021,760,6,Web Development
11 Micro Frontends Frameworks You Should Know,ITNEXT,10,2020,1300,0,Web Development
10 CSS Tricks You Need to Know About (Part 2),Before Semicolon,7,2021,724,3,Web Development
Tools I recommend for building Geospatial Web Applications,The Startup,6,2019,715,9,Web Development
JavaScript Clean Code — Naming,Level Up Coding,4,2020,685,3,Web Development
9 Useful Web Apps for Web Developers,JavaScript in Plain English,4,2021,521,0,Web Development
What’s New in HTTP/3?,Better Programming,7,2021,724,4,Web Development
11 Libraries to Take Your React App Up a Notch,JavaScript in Plain English,6,2021,791,3,Web Development
Running Scrum or Kanban Doesn’t Mean You Are Doing Agile,bcd,9,2018,685,13,Web Development
C++ application development ( Part 1 — Project structure ),Project Heuristics,4,2018,1000,5,Web Development
15+ Best Django Tutorials for beginners — Learn Django Online,Quick Code,14,2018,1000,0,Web Development
The Great Escape from Callback Hell,bcd,5,2017,789,7,Web Development
Mint: A Fresh Language Designed Specifically For The Frontend,JavaScript in Plain English,9,2020,734,9,Web Development
Code reviews vs. unit tests — fight!,HackerNoon.com,6,2016,316,11,Web Development
How to radically improve your website performance (Part 1),HackerNoon.com,9,2017,452,15,Web Development
The JavaScript landscape in 2020,Engineered @ Publicis Sapient,6,2020,828,4,Web Development
The Front-End Spectrum,bcd,3,2015,444,5,Web Development
10 VS Code Extensions for FrontEnd Developers in 2019,Bits and Pieces,6,2018,1900,1,Web Development
"The Top 5 CSS Gotchas, and a few bonus",bcd,9,2019,1000,3,Web Development
How to add GIFs to your GitHub README,bcd,2,2018,1300,10,Web Development
8 Laravel must-have packages to install when you start a new API-Based Project,SkyshiDigital,3,2017,521,10,Web Development
รู้จัก Cypress: Web Test Framework ที่จะทำให้คุณลืม Selenium ไปได้เลย,Cypress.io Thailand,4,2018,486,2,Web Development
Three awesome courses for learning Node.js,codeburst,3,2017,484,7,Web Development
Fantastic Programming Project Ideas and Where to Find Them (a beginner-friendly version),Better Programming,12,2019,785,3,Web Development
Thinking Inside The Box ‒ CSS Box Model,bcd,4,2018,846,5,Web Development
20 Developers to Follow on Twitter,codeburst,2,2017,328,5,Web Development
15+ Best Node.js Tutorials For Beginners — Learn Node.js Online,Quick Code,15,2017,1100,0,Web Development
Don’t put that in React State — Thinking in React,bcd,4,2021,607,7,Web Development
CSS Flex—An Interactive Tutorial,bcd,4,2018,1100,2,Web Development
"ING open sources Lion: A library of performant, accessible & flexible Web Components",ING Blog,7,2020,1400,10,Web Development
Service Workers replacing AppCache: a sledgehammer to crack a nut,bcd,7,2016,370,23,Web Development
Why Design Systems are Going to Shape the Internet,Create & Code,5,2018,680,1,Web Development
CSS Grid layout: multiply & conquer — or how to actually design using The Grid.,bcd,6,2018,863,2,Web Development
Are you committing these mistakes as a Vue developer?,bcd,7,2018,616,3,Web Development
Angular vs React vs Vue: Which is the Best Choice for 2020? (updated),HackerNoon.com,10,2019,692,27,Web Development
"Building Another Website, This Time in C",Sourcerer Blog,6,2018,808,5,Web Development
My Favourite Web Developer Interview Question: Do you really understand arrays?,Level Up Coding,6,2020,502,11,Web Development
React vs Angular vs Vue.js: A Complete Comparison Guide,Frontend Weekly,9,2018,921,6,Web Development
Creating a successful meetup at your company,Angular Blog,7,2018,779,21,Web Development
Code Splitting with Parcel Web App Bundler,HackerNoon.com,4,2017,1200,2,Web Development
Python for data science : Part 1,Towards Data Science,6,2018,479,2,Web Development
Build and Deploy a Flutter Web App,Flutter Community,8,2019,573,3,Web Development
Why AMP is bad for your site and for the Web,bcd,4,2018,795,11,Web Development
What are REST APIs? HTTP API vs REST API,Dev Genius,6,2021,385,0,Web Development
"Learn to code in 5 months, get hired, and thrive as a web developer",Javarevisited,15,2019,1500,3,Web Development
Accessing localhost on Mac from Windows VM Virtualbox,bcd,1,2016,805,9,Web Development
Top podcasts all front-end developers should follow🎙,bcd,3,2016,231,6,Web Development
How I changed careers using online courses,bcd,12,2017,682,7,Web Development
CSS Grid — a simple layout design tutorial,bcd,11,2018,617,0,Web Development
15 CSS Things to Master and Become a Better Web Developer,Before Semicolon,7,2020,421,1,Web Development
Top 10 Tools🛠 For Web Developers👨‍💻to keep in check In 2021🤘🏻,Quick Code,6,2021,329,0,Web Development
Doing something with Web Components,bcd,6,2018,731,9,Web Development
Deploy your Webpack apps to Heroku in 3 simple steps,codeburst,6,2018,781,5,Web Development
Rust for Web Developers,Mozilla Tech,1,2016,216,3,Web Development
Beginners guide to webpack — How to start a basic application with webpack 2,bcd,6,2017,599,6,Web Development
Building a production electron/create-react-app application with shared code using electron-builder,bcd,10,2019,669,12,Web Development
The Power of Kubernetes Cron Jobs,The Startup,4,2019,278,3,Web Development
Reports of the Virtual DOM’s Death are Greatly Exaggerated,JavaScript in Plain English,9,2019,521,0,Web Development
How I Went From a Digital Marketer to Software Engineer in 4 Months,bcd,10,2018,759,4,Web Development
What is WebAssembly?,ITNEXT,6,2019,373,4,Web Development
10+ Best Flask Python Tutorials for Beginners — Learn Flask Online,Quick Code,14,2018,378,0,Web Development
Why Everybody Should Learn Python in 2021?,Becoming Human: Artificial Intelligence Magazine,11,2019,630,2,Web Development
15 GitHub Repos That Every Developer Must Bookmark Right Now,Python in Plain English,7,2021,892,3,Web Development
What Every Beginner Is Doing Wrong as a Web Developer,bcd,8,2015,265,6,Web Development
Make the Perfect Responsive Grid with CSS,codeburst,12,2017,521,1,Web Development
5 JavaScript Projects You Should Build As a Front-End Developer,JavaScript in Plain English,4,2020,374,1,Web Development
Calling JavaScript code on multiple DIV elements without ID attribute,bcd,5,2018,483,6,Web Development
Anatomy of a React Application — Architect with Sagas,bcd,3,2017,303,1,Web Development
How to call JavaScript code on multiple DIV elements without the ID attribute,bcd,5,2018,536,1,Web Development
Top 10 React Development Companies in India,HackerNoon.com,5,2018,1700,13,Web Development
The most essential list of resources for Front-End beginners,HackerNoon.com,2,2017,429,0,Web Development
5 Status Codes Every Web Developer Should Know,JavaScript in Plain English,3,2021,207,1,Web Development
The Best Things About Being a Developer,Better Programming,5,2020,905,3,Web Development
Top 10 Online Courses to become a FullStack Web Developer in 2021 [UPDATED],Javarevisited,14,2020,268,0,Web Development
Trimming Multi-lines Text in CSS,bcd,5,2019,814,3,Web Development
10 Awesome Front-End Project Ideas for Code Newbies,JavaScript in Plain English,3,2021,269,4,Web Development
Setting up Web Dev Environment / Angular in Pixelbook (Chromebook),Google Developers Experts,5,2018,413,9,Web Development
Make a React Hook out of your Native Module,Callstack Engineers,5,2019,613,0,Web Development
How to gain experience as a web developer? Powerful ideas for code newbies,Level Up Coding,5,2020,361,0,Web Development
Create a web app for your data science project in under an hour,Towards Data Science,10,2020,224,0,Web Development
4 Things a Junior Web Developer Should do to Combat Imposter Syndrome,Building CrowdRiff,6,2017,324,2,Web Development
How To Become a Full Stack Developer in 6 Months,bcd,2,2020,206,2,Web Development
Ulysses Beats the Pants Off of Evernote and Onenote,bcd,5,2017,268,9,Web Development
"บันทึกนักพัฒนา: Docker Container 101 แล้วเราจะคิดถึงนายนะ WAMP, XAMPP, …",bcd,4,2018,278,0,Web Development
10+ Best Python Tutorials for Beginners — Learn Python Online,Quick Code,7,2017,277,0,Web Development
How To Create an Interactive Flex Layout Designer In JavaScript,bcd,16,2018,237,0,Web Development
