Statement,Content,Publication,Read_Time,Date,Year,Claps,comments,tag
Dynamic Programming for Data Scientists,,Towards Data Science,6 min read,"Dec 1,",2019.0,414,,Programming
Google Brain Introduces Symbolic Programming + PyGlove Library to Reformulate AutoML,,,3 min read,Feb 2,,189,2 responses,Programming
A Hacker’s Guide to Programming Microcontrollers,,,18 min read,"May 17,",2019.0,272,,Programming
Get Started Programming,,,2 min read,"Oct 2,",2016.0,373,6 responses,Programming
It’s Time to Start Learning Coding: Top 20+ Best Websites To Learn Programming in 2020,,Level Up Coding,13 min read,"Jun 23,",2020.0,616,3 responses,Programming
Programming Blockchain in Javascript,,DigitalCrafts,2 min read,"Jan 17,",2018.0,464,2 responses,Programming
10 Easy Hacks That I Practice to Improve My Logic in Programming,,JavaScript in Plain English,5 min read,Mar 5,,257,2 responses,Programming
Kontribusi untuk dunia programming di Indonesia,,,2 min read,"Oct 16,",2018.0,574,10 responses,Programming
Programming CSS,"There’s a worrying tendency for “real” programmers look down their noses at CSS. It’s just a declarative language, they point out, not a fully-featured programming language. Heck, it isn’t even a scripting language.",,3 min read,"Dec 4,",2018.0,436,4 responses,Programming
,,,2 min read,"Jan 16,",2016.0,130,1 response,Programming
15 Best VSCode Extensions For Better Programming 2021,,For Self-Taught Developers,10 min read,Feb 21,,412,4 responses,Programming
Pen Plotter Programming: The Basics,,,5 min read,"Mar 29,",2017.0,327,4 responses,Programming
How to Learn Programming with Zero Stress,I’ve been teaching Java for quite a while now. So I often share advice on how to learn…,Quick Code,8 min read,"Aug 20,",2020.0,445,1 response,Programming
SwiftUI: Understanding Declarative Programming,,Better Programming,6 min read,"Jun 19,",2019.0,404,3 responses,Programming
Visualize Programming Language Popularity using tiobeindexpy,,Towards Data Science,5 min read,"Mar 6,",2019.0,364,2 responses,Programming
Programming for Data Science: How to Learn Just Enough in Weeks,,Towards Data Science,5 min read,Feb 3,,279,,Programming
You Can Only Get Good at Programming by Building Stuff — Here’s a Bunch of App Ideas,,Better Programming,4 min read,"Jun 30,",2019.0,367,,Programming
Android Programming with Kotlin,"Behold, there is a programming language out there called Kotlin, which actually makes life easier for us…",,5 min read,"May 4,",2015.0,135,3 responses,Programming
Introduction to the Basic Principles of Functional Programming in JavaScript,,Better Programming,11 min read,"Jul 29,",2019.0,611,2 responses,Programming
Getting Started With Asynchronous Programming in Python,,Better Programming,6 min read,Jan 6,,337,1 response,Programming
Flask Web Programming from Scratch,Complete guide for Flask 1.0 from scratch with SQLAlchemy and Postgres.,HackerNoon.com,13 min read,"May 24,",2018.0,613,3 responses,Programming
Event-Based Asynchronous Programming,,Level Up Coding,8 min read,"Dec 15,",2019.0,285,3 responses,Programming
How Much Programming do I need in Data Science?,,Towards AI,4 min read,"Jul 8,",2020.0,417,1 response,Programming
Functional Programming Paradigm Demystified (Core Concepts),,HackerNoon.com,8 min read,"Jan 15,",2018.0,722,2 responses,Programming
Parallel Programming with Swift — Part 2/4,,Swift India,13 min read,"Sep 25,",2018.0,831,2 responses,Programming
Why some languages won’t be the future of programming,,ITNEXT,2 min read,"Jan 3,",2020.0,210,23 responses,Programming
Great programming talks to watch on your lunch break,,Statuscode,4 min read,"Apr 28,",2017.0,109,2 responses,Programming
5 JavaScript Functional Programming Concepts that You Should Know,,JavaScript in Plain English,4 min read,"Nov 11,",2020.0,365,5 responses,Programming
Why you should learn Reactive Programming,,Corebuild Software,6 min read,"Dec 29,",2017.0,456,3 responses,Programming
The Advantages and Challenges of Pair Programming,,Better Programming,5 min read,"Aug 30,",2019.0,427,4 responses,Programming
Programming WebAssembly with Rust — The Book!!,,,3 min read,"Sep 28,",2018.0,372,3 responses,Programming
B-threads: programming in a way that allows for easier changes,,,8 min read,"Jun 3,",2019.0,632,10 responses,Programming
Dysfunctional programming in Java 6 : No Locks or Synchronized Blocks,,,12 min read,"Nov 11,",2018.0,276,1 response,Programming
Programming in your 50s,,,4 min read,"Apr 7,",2018.0,521,8 responses,Programming
Do I Really Know Programming?,,Better Programming,9 min read,"Sep 17,",2020.0,405,2 responses,Programming
8 Free Online Books and Resources That Cover Most Programming Languages,,Better Programming,5 min read,Mar 30,,353,,Programming
Did SwiftUI Just Kill Protocol-Oriented Programming?,,The Startup,6 min read,Jan 22,,362,1 response,Programming
How To Write a Programming Book,"If you read Programming books, then your goal is to learn. If you write Programming books then your goal…",,25 min read,Jun 17,,602,4 responses,Programming
Asynchronous programming with Kotlin and Coroutines — Lesson 2: Suspension Points,,Background Thread,6 min read,"Jul 24,",2018.0,435,1 response,Programming
,,,,May 20,,234,3 responses,Programming
5 Programming Languages You Can Learn in 10 Minutes-ish,,Better Programming,12 min read,Feb 13,,413,8 responses,Programming
Top 20 Sites to Learn Programming and Software Development for FREE,,Javarevisited,10 min read,"Feb 29,",2020.0,421,2 responses,Programming
Asynchronous Programming with Thread Pools,,Level Up Coding,9 min read,"Nov 10,",2019.0,269,3 responses,Programming
Array Oriented Programming with Python NumPy,,Towards Data Science,20 min read,"Apr 6,",2020.0,366,1 response,Programming
Getting started with Data Science in 30 days using R programming,This is an attempt to challenge myself to create and help newbies to acquire and experienced to refresh their skillset in R programming. This particular article is a collection of links to all the posts.,,3 min read,"Dec 22,",2017.0,613,2 responses,Programming
Exploring Asynchronous Programming In Dart & Flutter,,FlutterDevs,10 min read,May 20,,2.7K,4 responses,Programming
20+ Array Coding Problems and Questions from Programming Interviews,,Javarevisited,7 min read,"Jun 5,",2020.0,404,,Programming
Top 5 Programming Languages to bet on for 2021,,Towards Data Science,6 min read,"Dec 4,",2020.0,293,2 responses,Programming
The Taxonomy of Reactive Programming,,Angular,9 min read,"Jul 13,",2016.0,152,1 response,Programming
A Simple Guide to Object Oriented Programming for Data Scientist,,Towards Data Science,4 min read,"Apr 28,",2020.0,164,,Programming
7 Best Rust Programming Courses and Books for Beginners in 2021,,Javarevisited,11 min read,"Dec 17,",2020.0,376,6 responses,Programming
10 Essential Topics You can Prepare to Crack Coding and Programming Job interviews in 2021,,Javarevisited,15 min read,Apr 14,,392,,Programming
6 things I learnt in the 6 months after finishing a programming bootcamp,,,5 min read,"Sep 23,",2019.0,318,2 responses,Programming
Writing a Programming Book: FAQs after Writing Learning React Native,"In 2015, I wrote my first book, Learning React Native, and published it with O’Reilly Media. The book has been out in print for about a month now, and I’m really happy with the reception thus far.",,6 min read,"Feb 11,",2016.0,257,3 responses,Programming
"A 72-hour Hackathon With Zero Programming Experience, Am I Crazy?",,ILLUMINATION,8 min read,"May 12,",2020.0,3.2K,1 response,Programming
Ruby 101: Object Oriented Programming part 1,,The Renaissance Developer,4 min read,"Apr 30,",2017.0,332,1 response,Programming
Intro to Modern Bayesian Learning and Probabilistic Programming,,,8 min read,"Jan 15,",2019.0,235,,Programming
How Ballerina is different from other programming languages,,,6 min read,"Feb 26,",2017.0,296,3 responses,Programming
How to Solve any Programming Problem,,Before Semicolon,10 min read,Mar 18,,418,5 responses,Programming
Examples in JavaScript Functional Programming: Part 1,An (unofficial) companion series to Eric Elliott’s series illustrating functional programming concepts in JavaScript; focused on providing additional examples.,codeburst,4 min read,"Jan 16,",2018.0,406,1 response,Programming
Fullstack Programming: A Prelude To Failure,,Towards Data Science,13 min read,"Sep 26,",2019.0,339,11 responses,Programming
Learning Object-Orient Programming with Python in 10 Minutes,,Python in Plain English,7 min read,Feb 20,,324,3 responses,Programming
Functional Programming in JavaScript: How and Why,,Bits and Pieces,9 min read,"Aug 21,",2019.0,858,4 responses,Programming
10 Programming Jokes for Programmers,,Level Up Coding,4 min read,"Oct 5,",2020.0,465,4 responses,Programming
Designing and evaluating programming languages: Dagstuhl trip report,,Bits and Behavior,14 min read,"Feb 10,",2018.0,400,5 responses,Programming
The 12 Most Retweeted Programming Quotes,"We all have a favourite quote. Be it a particularly inspiring line, collection of words…",Statuscode,4 min read,"Aug 12,",2016.0,105,2 responses,Programming
My Favorite Pieces of Syntax in 8 Different Programming Languages,,The Startup,5 min read,"Jul 16,",2020.0,319,9 responses,Programming
5 Things That Are Hard To Grasp When You Start Programming,,Level Up Coding,4 min read,"Jun 15,",2020.0,293,5 responses,Programming
4 เสาหลักของ Object-Oriented Programming,,,2 min read,"Jul 19,",2018.0,179,2 responses,Programming
Functional Programming in Ruby — State,,,8 min read,"May 13,",2018.0,406,,Programming
What if Programming Languages Were Game of Thrones Characters? (as a Data Scientist),,Towards Data Science,6 min read,"Dec 8,",2020.0,415,6 responses,Programming
Improve Your Data Wrangling With Object Oriented Programming,,Towards Data Science,12 min read,"Feb 22,",2020.0,206,2 responses,Programming
"Understanding recursion, memoization, and dynamic programming: 3 sides of the same coin",,The Startup,6 min read,"Oct 14,",2019.0,215,1 response,Programming
5 New Year’s Resolutions to Amp Up Your Programming Career,,Towards Data Science,8 min read,"Dec 30,",2019.0,457,1 response,Programming
“Functional” Programming?,,,16 min read,May 29,,380,12 responses,Programming
Programming Is Like Sex,,Level Up Coding,5 min read,Jun 7,,394,6 responses,Programming
R - Statistical Programming Language,,Towards Data Science,28 min read,"Mar 30,",2020.0,219,3 responses,Programming
Sharing Data Between Different Activities in Android Programming,,Sketchware,5 min read,"Apr 5,",2017.0,335,4 responses,Programming
Programming with JS: Recursion,,HackerNoon.com,4 min read,"Jul 9,",2017.0,210,4 responses,Programming
Why Everybody Hates Pair Programming,,Better Programming,5 min read,Jun 24,,340,24 responses,Programming
Why Should Every Engineer Start Considering Developing Analytical and Programming Skills?,,Towards Data Science,7 min read,"Oct 20,",2019.0,215,2 responses,Programming
Go ReactiveX Programming,,,4 min read,"Mar 19,",2017.0,309,5 responses,Programming
OOP vs. Functional Programming — Which Is Better?,,Better Programming,9 min read,Jul 20,,359,4 responses,Programming
12+ Java Practice Projects to Improve Your Programming Career Prospects,,Level Up Coding,7 min read,"Dec 16,",2020.0,389,,Programming
Unmasking Bitmasked Dynamic Programming,,We’ve moved to freeCodeCamp.org/news,26 min read,"Jan 3,",2019.0,831,5 responses,Programming
A Java long read : Is functional programming worth it?,,,17 min read,"Apr 6,",2019.0,312,1 response,Programming
Advanced Android Programming in Kotlin (Part 4),,Better Programming,7 min read,"Mar 10,",2020.0,323,,Programming
What is Lazy Evaluation? — Programming Word of the Day,"When a compiler encounters an expression, usually it tries to evaluate it. Evaluation is the process of getting the root meaning of a piece of code. The meaning of 5 + 3 is 8. Our brains also do this: when somebody tells you, ""She's a…",Background Thread,4 min read,"Sep 28,",2018.0,623,1 response,Programming
My favorite courses to learn Object-Oriented Programming and Design in 2021,,Javarevisited,9 min read,"Oct 13,",2019.0,278,,Programming
"Beginning Swift Programming Part 1 — Variables, Constants, and Types",,Swift2Go,10 min read,"Mar 28,",2018.0,320,,Programming
How to stay focused - distraction-free programming in a connected world,,We’ve moved to freeCodeCamp.org/news,5 min read,"Oct 3,",2018.0,419,3 responses,Programming
The Growth of Major Programming Languages,The programming language landscape is one that’s always evolving and growing…,GrapeCity,8 min read,"Nov 13,",2018.0,285,4 responses,Programming
The Better Programming Job Board,,Better Programming,1 min read,"Jan 30,",2020.0,438,3 responses,Programming
Dysfunctional programming in Java 7 : Immutable Collections,,,10 min read,"Nov 18,",2018.0,266,,Programming
Rust off the grid: Introduction to Rust Programming Language.,"Rust is a systems programming language focusing on safety, speed, and concurrency. It accomplishes these goals by being memory safe without using Garbage Collection.",Towards Data Science,6 min read,"Oct 29,",2017.0,497,1 response,Programming
